Date,Time,Average,Peak
2013:02:24,04:20:46.608,50.539440,50.581144
2013:02:24,04:20:46.708,53.810830,53.814592
2013:02:24,04:20:46.807,53.758631,53.796103
2013:02:24,04:20:46.908,55.279811,55.298696
2013:02:24,04:20:47.008,51.655007,51.750417
2013:02:24,04:20:47.112,54.072103,54.072103
2013:02:24,04:20:47.209,53.131699,53.131699
2013:02:24,04:20:47.308,53.799384,53.799384
2013:02:24,04:20:47.412,51.673973,51.686214
2013:02:24,04:20:47.508,52.028619,52.034532
2013:02:24,04:20:47.608,50.843038,50.849568
2013:02:24,04:20:47.708,54.316829,54.350264
2013:02:24,04:20:47.808,50.195780,50.198072
2013:02:24,04:20:47.908,54.735500,54.735500
2013:02:24,04:20:48.009,54.029367,54.050062
2013:02:24,04:20:48.111,50.732888,50.751934
2013:02:24,04:20:48.210,49.858850,49.891409
2013:02:24,04:20:48.307,54.061935,54.070260
2013:02:24,04:20:48.440,53.674814,53.674814
2013:02:24,04:20:48.561,55.319464,55.322520
2013:02:24,04:20:48.632,49.764409,49.773124
2013:02:24,04:20:48.781,51.023975,51.029625
2013:02:24,04:20:48.888,51.593704,51.593704
2013:02:24,04:20:49.051,53.616953,53.616953
2013:02:24,04:20:49.109,53.718693,53.731183
2013:02:24,04:20:49.234,53.086182,53.086182
2013:02:24,04:20:49.307,52.532596,52.567512
2013:02:24,04:20:49.408,48.331923,48.400510
2013:02:24,04:20:49.509,53.414761,53.421644
2013:02:24,04:20:49.607,52.874114,52.908859
2013:02:24,04:20:49.712,58.815686,59.146873
2013:02:24,04:20:49.809,54.247144,54.701308
2013:02:24,04:20:49.908,64.351003,64.351003
2013:02:24,04:20:50.012,56.224366,56.473349
2013:02:24,04:20:50.108,55.283423,55.283423
2013:02:24,04:20:50.210,53.939535,54.201725
2013:02:24,04:20:50.308,60.466922,60.468238
2013:02:24,04:20:50.408,77.494681,77.494681
2013:02:24,04:20:50.509,59.304888,61.603319
2013:02:24,04:20:50.609,55.225227,55.293823
2013:02:24,04:20:50.708,50.148775,50.252462
2013:02:24,04:20:50.808,61.895513,61.895513
2013:02:24,04:20:50.908,68.107576,68.107576
2013:02:24,04:20:51.012,63.452409,63.751445
2013:02:24,04:20:51.108,65.503004,65.778731
2013:02:24,04:20:51.210,61.741581,62.061521
2013:02:24,04:20:51.313,63.649843,63.649843
2013:02:24,04:20:51.408,61.431370,62.220045
2013:02:24,04:20:51.508,60.732710,60.750802
2013:02:24,04:20:51.608,63.460173,63.684850
2013:02:24,04:20:51.708,61.633911,61.633911
2013:02:24,04:20:51.808,53.729142,53.750299
2013:02:24,04:20:51.908,57.113889,57.113889
2013:02:24,04:20:52.011,72.959515,73.079849
2013:02:24,04:20:52.108,54.866377,54.866377
2013:02:24,04:20:52.210,59.726411,59.831771
2013:02:24,04:20:52.310,53.544765,53.544765
2013:02:24,04:20:52.408,59.550207,60.258419
2013:02:24,04:20:52.508,49.555543,49.555543
2013:02:24,04:20:52.610,51.146250,51.152275
2013:02:24,04:20:52.708,51.793422,51.801492
2013:02:24,04:20:52.808,55.059169,55.059169
2013:02:24,04:20:52.908,55.204371,55.249629
2013:02:24,04:20:53.010,55.162826,55.163239
2013:02:24,04:20:53.108,51.665954,51.668131
2013:02:24,04:20:53.210,53.508567,53.544725
2013:02:24,04:20:53.309,53.919356,53.919356
2013:02:24,04:20:53.408,53.082632,53.085495
2013:02:24,04:20:53.508,56.250345,56.250345
2013:02:24,04:20:53.614,51.578742,51.578742
2013:02:24,04:20:53.709,53.267699,53.439566
2013:02:24,04:20:53.808,61.806480,61.809815
2013:02:24,04:20:53.911,58.971093,59.071711
2013:02:24,04:20:54.008,63.449820,63.449820
2013:02:24,04:20:54.108,65.287604,65.287604
2013:02:24,04:20:54.213,59.606630,59.887221
2013:02:24,04:20:54.308,70.190821,70.202127
2013:02:24,04:20:54.408,62.857943,62.933952
2013:02:24,04:20:54.508,66.573190,66.794888
2013:02:24,04:20:54.612,66.160482,66.160482
2013:02:24,04:20:54.708,65.462538,66.248592
2013:02:24,04:20:54.808,86.293411,86.465561
2013:02:24,04:20:54.912,68.417665,68.942377
2013:02:24,04:20:55.008,65.581077,65.666871
2013:02:24,04:20:55.108,66.036783,68.487012
2013:02:24,04:20:55.213,53.954735,53.954735
2013:02:24,04:20:55.307,73.264019,73.685044
2013:02:24,04:20:55.408,64.997194,65.143983
2013:02:24,04:20:55.508,66.695192,66.695192
2013:02:24,04:20:55.611,71.974156,72.033939
2013:02:24,04:20:55.708,53.489471,53.628210
2013:02:24,04:20:55.808,57.256789,57.487642
2013:02:24,04:20:55.912,54.827502,54.835976
2013:02:24,04:20:56.008,61.730045,61.730045
2013:02:24,04:20:56.109,67.016673,67.091200
2013:02:24,04:20:56.214,62.586953,64.556118
2013:02:24,04:20:56.308,57.783997,58.049069
2013:02:24,04:20:56.408,56.731262,56.731262
2013:02:24,04:20:56.508,56.754706,57.355901
2013:02:24,04:20:56.607,58.213558,58.213558
2013:02:24,04:20:56.708,67.843094,67.898305
2013:02:24,04:20:56.808,69.767899,69.813552
2013:02:24,04:20:56.912,73.628342,73.652717
2013:02:24,04:20:57.009,69.287335,69.333120
2013:02:24,04:20:57.109,55.850934,56.071005
2013:02:24,04:20:57.211,58.558373,58.582674
2013:02:24,04:20:57.308,66.819836,66.835195
2013:02:24,04:20:57.409,70.334951,71.442120
2013:02:24,04:20:57.516,71.138071,71.138071
2013:02:24,04:20:57.608,71.590034,71.590034
2013:02:24,04:20:57.708,65.589362,65.589362
2013:02:24,04:20:57.808,61.782006,61.997103
2013:02:24,04:20:57.909,60.518722,60.523771
2013:02:24,04:20:58.008,64.752866,65.393708
2013:02:24,04:20:58.108,60.692447,61.322604
2013:02:24,04:20:58.210,69.312320,69.741091
2013:02:24,04:20:58.307,71.762096,71.792863
2013:02:24,04:20:58.408,62.049263,62.149864
2013:02:24,04:20:58.513,61.892405,62.613688
2013:02:24,04:20:58.607,59.670176,59.816843
2013:02:24,04:20:58.708,65.213202,65.213202
2013:02:24,04:20:58.815,70.471516,70.471516
2013:02:24,04:20:58.908,71.231778,71.581253
2013:02:24,04:20:59.008,69.848995,69.848995
2013:02:24,04:20:59.108,63.116070,63.116070
2013:02:24,04:20:59.211,64.672631,64.695716
2013:02:24,04:20:59.309,60.400551,60.406542
2013:02:24,04:20:59.408,58.664162,58.664162
2013:02:24,04:20:59.511,59.591353,59.829618
2013:02:24,04:20:59.608,61.725616,61.729618
2013:02:24,04:20:59.708,60.958576,61.349091
2013:02:24,04:20:59.812,65.439344,65.439344
2013:02:24,04:20:59.908,67.943950,68.131366
2013:02:24,04:21:0.011,68.970929,69.210038
2013:02:24,04:21:0.114,72.825223,73.144910
2013:02:24,04:21:0.208,64.222671,64.222671
2013:02:24,04:21:0.307,60.889355,60.889355
2013:02:24,04:21:0.408,53.816794,53.816794
2013:02:24,04:21:0.508,52.535654,52.541226
2013:02:24,04:21:0.609,53.086032,53.086032
2013:02:24,04:21:0.708,53.528858,53.606823
2013:02:24,04:21:0.812,61.734597,61.734597
2013:02:24,04:21:0.908,59.720681,59.720681
2013:02:24,04:21:1.008,58.873389,59.194115
2013:02:24,04:21:1.112,63.843852,63.843852
2013:02:24,04:21:1.210,69.826704,69.835033
2013:02:24,04:21:1.308,65.562198,65.562198
2013:02:24,04:21:1.411,69.490585,69.761467
2013:02:24,04:21:1.509,60.526854,61.179798
2013:02:24,04:21:1.608,59.161501,59.253688
2013:02:24,04:21:1.708,52.339586,52.398257
2013:02:24,04:21:1.810,57.142326,57.142326
2013:02:24,04:21:1.908,59.522878,59.559966
2013:02:24,04:21:2.008,60.924581,60.924581
2013:02:24,04:21:2.112,59.706871,59.846771
2013:02:24,04:21:2.208,56.662743,56.722282
2013:02:24,04:21:2.308,55.341604,55.499348
2013:02:24,04:21:2.475,69.494930,69.545738
2013:02:24,04:21:2.561,69.219530,69.279444
2013:02:24,04:21:2.703,63.775865,64.349918
2013:02:24,04:21:2.809,54.167885,54.167885
2013:02:24,04:21:2.908,63.640842,64.015531
2013:02:24,04:21:3.008,58.942404,58.942404
2013:02:24,04:21:3.108,61.825449,61.825449
2013:02:24,04:21:3.208,64.183344,64.942480
2013:02:24,04:21:3.308,59.316858,59.316858
2013:02:24,04:21:3.412,59.248623,59.248623
2013:02:24,04:21:3.508,67.816485,67.816485
2013:02:24,04:21:3.608,71.824336,71.884819
2013:02:24,04:21:3.713,68.957091,70.202421
2013:02:24,04:21:3.808,68.516627,68.561333
2013:02:24,04:21:3.908,70.595032,70.595032
2013:02:24,04:21:4.008,56.797446,56.852865
2013:02:24,04:21:4.108,56.372522,56.373081
2013:02:24,04:21:4.208,58.172082,58.175976
2013:02:24,04:21:4.309,53.196083,53.201168
2013:02:24,04:21:4.411,72.499556,74.575478
2013:02:24,04:21:4.508,66.552739,67.589502
2013:02:24,04:21:4.608,59.177447,59.805756
2013:02:24,04:21:4.712,67.757146,67.757146
2013:02:24,04:21:4.809,71.984741,72.004254
2013:02:24,04:21:4.908,68.060283,68.060283
2013:02:24,04:21:5.012,62.486183,64.198013
2013:02:24,04:21:5.108,57.585515,57.585515
2013:02:24,04:21:5.210,54.145018,54.145018
2013:02:24,04:21:5.308,54.288497,54.288497
2013:02:24,04:21:5.409,59.143969,59.214884
2013:02:24,04:21:5.508,56.801980,56.801980
2013:02:24,04:21:5.608,68.770549,68.770549
2013:02:24,04:21:5.708,53.113938,53.113938
2013:02:24,04:21:5.808,66.736720,66.834004
2013:02:24,04:21:5.908,55.668430,55.668430
2013:02:24,04:21:6.012,61.094141,61.101036
2013:02:24,04:21:6.107,70.824473,71.155610
2013:02:24,04:21:6.210,60.927668,60.927668
2013:02:24,04:21:6.310,54.597246,54.686530
2013:02:24,04:21:6.408,53.784294,53.784294
2013:02:24,04:21:6.508,54.818208,55.179020
2013:02:24,04:21:6.608,60.591376,60.730600
2013:02:24,04:21:6.708,61.285388,61.804951
2013:02:24,04:21:6.808,62.010353,62.011519
2013:02:24,04:21:6.908,58.670286,58.670286
2013:02:24,04:21:7.012,62.100052,62.100052
2013:02:24,04:21:7.109,60.041691,60.213158
2013:02:24,04:21:7.209,64.290356,64.661598
2013:02:24,04:21:7.310,64.451110,64.536273
2013:02:24,04:21:7.408,59.212405,59.747971
2013:02:24,04:21:7.508,55.288190,55.636575
2013:02:24,04:21:7.612,52.527831,52.587540
2013:02:24,04:21:7.709,54.255902,54.306810
2013:02:24,04:21:7.808,56.439834,56.447451
2013:02:24,04:21:7.908,76.050493,76.361353
2013:02:24,04:21:8.007,75.723536,76.593715
2013:02:24,04:21:8.108,65.068271,65.552897
2013:02:24,04:21:8.208,68.792333,68.792333
2013:02:24,04:21:8.309,72.036606,72.136399
2013:02:24,04:21:8.408,70.726080,71.539138
2013:02:24,04:21:8.508,66.758860,66.758860
2013:02:24,04:21:8.613,59.667182,59.667182
2013:02:24,04:21:8.708,65.480917,66.915746
2013:02:24,04:21:8.809,63.990970,64.709538
2013:02:24,04:21:8.913,66.439146,66.746636
2013:02:24,04:21:9.009,74.419742,74.419742
2013:02:24,04:21:9.108,63.812332,63.815890
2013:02:24,04:21:9.208,71.136944,71.147379
2013:02:24,04:21:9.308,68.815072,69.670398
2013:02:24,04:21:9.409,70.123544,70.123752
2013:02:24,04:21:9.508,69.405319,69.977175
2013:02:24,04:21:9.613,68.979033,68.979033
2013:02:24,04:21:9.708,77.671110,77.671110
2013:02:24,04:21:9.807,72.381054,72.418409
2013:02:24,04:21:9.913,57.951596,57.952629
2013:02:24,04:21:10.008,62.196811,62.196811
2013:02:24,04:21:10.108,56.017919,56.157754
2013:02:24,04:21:10.208,59.465721,59.628291
2013:02:24,04:21:10.308,54.468157,54.499288
2013:02:24,04:21:10.408,61.498418,61.502889
2013:02:24,04:21:10.508,56.727568,56.727568
2013:02:24,04:21:10.608,60.446217,60.629675
2013:02:24,04:21:10.708,62.147783,62.280743
2013:02:24,04:21:10.808,74.393074,74.393074
2013:02:24,04:21:10.912,80.403050,80.429538
2013:02:24,04:21:11.008,65.999020,66.008993
2013:02:24,04:21:11.107,58.340232,58.340232
2013:02:24,04:21:11.214,55.915340,55.916325
2013:02:24,04:21:11.307,54.626093,54.648467
2013:02:24,04:21:11.409,57.202678,57.219180
2013:02:24,04:21:11.508,54.484701,54.507718
2013:02:24,04:21:11.608,58.931313,59.333906
2013:02:24,04:21:11.708,55.102165,55.175890
2013:02:24,04:21:11.808,59.155592,59.331752
2013:02:24,04:21:11.911,58.235326,58.235326
2013:02:24,04:21:12.009,54.033862,54.062109
2013:02:24,04:21:12.108,53.474970,53.481435
2013:02:24,04:21:12.214,67.523258,68.116373
2013:02:24,04:21:12.308,53.980287,53.985376
2013:02:24,04:21:12.408,50.328614,50.342136
2013:02:24,04:21:12.512,51.636245,51.650807
2013:02:24,04:21:12.608,53.787422,53.787422
2013:02:24,04:21:12.708,52.901204,52.901204
2013:02:24,04:21:12.808,51.284973,51.290068
2013:02:24,04:21:12.908,51.507306,51.507306
2013:02:24,04:21:13.008,50.432218,50.432218
2013:02:24,04:21:13.108,50.814108,50.814108
2013:02:24,04:21:13.212,53.148872,53.150940
2013:02:24,04:21:13.308,53.987981,53.987981
2013:02:24,04:21:13.408,57.673246,58.033873
2013:02:24,04:21:13.512,52.550525,52.559145
2013:02:24,04:21:13.608,51.216457,51.216457
2013:02:24,04:21:13.708,53.726101,53.799138
2013:02:24,04:21:13.810,56.060613,56.060613
2013:02:24,04:21:13.908,63.233045,63.233045
2013:02:24,04:21:14.008,58.565571,58.574949
2013:02:24,04:21:14.108,62.679307,62.679307
2013:02:24,04:21:14.208,55.709241,55.734826
2013:02:24,04:21:14.308,61.327682,61.330092
2013:02:24,04:21:14.408,62.482236,62.604258
2013:02:24,04:21:14.511,67.668262,68.094807
2013:02:24,04:21:14.608,57.901135,58.236788
2013:02:24,04:21:14.708,65.642602,65.642602
2013:02:24,04:21:14.815,64.903060,64.903060
2013:02:24,04:21:14.908,69.367613,69.530997
2013:02:24,04:21:15.008,74.725131,74.877779
2013:02:24,04:21:15.113,70.950052,70.995336
2013:02:24,04:21:15.208,68.130608,68.340899
2013:02:24,04:21:15.308,67.221367,67.288251
2013:02:24,04:21:15.408,62.895463,63.445784
2013:02:24,04:21:15.510,68.837065,68.837065
2013:02:24,04:21:15.608,65.508092,65.647916
2013:02:24,04:21:15.708,68.935700,68.950691
2013:02:24,04:21:15.812,72.011882,73.866216
2013:02:24,04:21:15.908,66.629645,66.775290
2013:02:24,04:21:16.008,54.513100,54.534365
2013:02:24,04:21:16.112,62.805427,62.966007
2013:02:24,04:21:16.208,58.209851,58.548188
2013:02:24,04:21:16.308,58.526399,58.526399
2013:02:24,04:21:16.411,72.608246,72.988071
2013:02:24,04:21:16.508,71.738095,74.200444
2013:02:24,04:21:16.608,60.688969,60.688969
2013:02:24,04:21:16.708,60.438285,60.438285
2013:02:24,04:21:16.810,69.407909,69.415009
2013:02:24,04:21:16.908,73.054347,73.054347
2013:02:24,04:21:17.009,74.428980,74.428980
2013:02:24,04:21:17.112,72.178323,72.178323
2013:02:24,04:21:17.210,65.076401,66.000517
2013:02:24,04:21:17.307,63.320537,63.320537
2013:02:24,04:21:17.410,61.791189,61.834966
2013:02:24,04:21:17.508,69.257349,69.290563
2013:02:24,04:21:17.609,68.591397,69.320968
2013:02:24,04:21:17.712,69.750854,69.797177
2013:02:24,04:21:17.811,61.274341,61.309696
2013:02:24,04:21:17.908,55.390518,55.468332
2013:02:24,04:21:18.008,61.314240,61.389063
2013:02:24,04:21:18.111,65.931147,65.939813
2013:02:24,04:21:18.209,57.809156,57.816900
2013:02:24,04:21:18.307,62.682134,62.682134
2013:02:24,04:21:18.412,54.518603,54.563496
2013:02:24,04:21:18.508,51.461562,51.464021
2013:02:24,04:21:18.608,55.007576,55.012557
2013:02:24,04:21:18.712,59.906478,60.003796
2013:02:24,04:21:18.808,56.614957,56.739578
2013:02:24,04:21:18.908,57.498329,57.522821
2013:02:24,04:21:19.008,52.352353,52.396458
2013:02:24,04:21:19.108,52.646249,52.646249
2013:02:24,04:21:19.210,51.145147,51.204261
2013:02:24,04:21:19.308,52.748334,52.748334
2013:02:24,04:21:19.411,57.200111,57.393827
2013:02:24,04:21:19.508,53.039326,53.076527
2013:02:24,04:21:19.608,50.132217,50.132217
2013:02:24,04:21:19.712,53.842728,53.871659
2013:02:24,04:21:19.808,51.785736,51.785736
2013:02:24,04:21:19.908,52.193315,52.199616
2013:02:24,04:21:20.012,51.264812,51.264812
2013:02:24,04:21:20.108,52.869423,52.871833
2013:02:24,04:21:20.209,55.340444,55.340444
2013:02:24,04:21:20.308,57.502911,57.502911
2013:02:24,04:21:20.410,51.919250,51.943647
2013:02:24,04:21:20.509,51.819815,51.880123
2013:02:24,04:21:20.608,53.207008,53.233463
2013:02:24,04:21:20.713,52.145517,52.145517
2013:02:24,04:21:20.808,53.073209,53.087528
2013:02:24,04:21:20.908,52.090228,52.090586
2013:02:24,04:21:21.012,51.447432,51.447432
2013:02:24,04:21:21.108,50.615343,50.615343
2013:02:24,04:21:21.209,51.626143,51.626143
2013:02:24,04:21:21.310,51.245232,51.245232
2013:02:24,04:21:21.409,53.492286,53.492286
2013:02:24,04:21:21.510,50.320951,50.320951
2013:02:24,04:21:21.612,50.087152,50.093867
2013:02:24,04:21:21.711,49.865551,49.872769
2013:02:24,04:21:21.809,53.948476,53.948476
2013:02:24,04:21:21.909,52.164725,52.164725
2013:02:24,04:21:22.011,51.250655,51.257515
2013:02:24,04:21:22.108,50.749017,50.780189
2013:02:24,04:21:22.210,49.793566,49.795885
2013:02:24,04:21:22.310,49.755373,49.755373
2013:02:24,04:21:22.409,50.730930,50.732576
2013:02:24,04:21:22.508,51.435690,51.439661
2013:02:24,04:21:22.611,54.195962,54.197957
2013:02:24,04:21:22.708,52.444941,52.444941
2013:02:24,04:21:22.808,51.839959,51.884449
2013:02:24,04:21:22.908,51.350935,51.378381
2013:02:24,04:21:23.010,54.403558,54.403558
2013:02:24,04:21:23.108,54.553750,54.553750
2013:02:24,04:21:23.208,52.254228,52.272162
2013:02:24,04:21:23.309,51.889427,51.889427
2013:02:24,04:21:23.408,48.973817,48.975498
2013:02:24,04:21:23.508,50.684412,50.697594
2013:02:24,04:21:23.612,51.409563,51.409563
2013:02:24,04:21:23.708,54.282500,54.295808
2013:02:24,04:21:23.808,54.809247,54.809247
2013:02:24,04:21:23.914,51.078681,51.084900
2013:02:24,04:21:24.008,51.073600,51.073600
2013:02:24,04:21:24.108,51.179061,51.192815
2013:02:24,04:21:24.209,52.620873,52.620873
2013:02:24,04:21:24.308,52.225320,52.225320
2013:02:24,04:21:24.410,53.186589,53.186589
2013:02:24,04:21:24.508,53.038305,53.038305
2013:02:24,04:21:24.612,53.485063,53.485063
2013:02:24,04:21:24.708,50.015670,50.035255
2013:02:24,04:21:24.808,49.624716,49.624716
2013:02:24,04:21:24.914,56.740511,56.758585
2013:02:24,04:21:25.008,51.529912,51.531957
2013:02:24,04:21:25.108,52.413046,52.413046
2013:02:24,04:21:25.212,48.711743,48.714267
2013:02:24,04:21:25.308,51.269799,51.290037
2013:02:24,04:21:25.409,52.778247,52.778247
2013:02:24,04:21:25.508,53.223003,53.245224
2013:02:24,04:21:25.611,60.794292,61.336492
2013:02:24,04:21:25.708,57.557460,57.557460
2013:02:24,04:21:25.808,53.354822,53.354822
2013:02:24,04:21:25.912,58.464295,60.396900
2013:02:24,04:21:26.008,51.655493,51.655493
2013:02:24,04:21:26.108,53.640920,53.648325
2013:02:24,04:21:26.214,50.925750,50.925750
2013:02:24,04:21:26.307,51.562937,51.562937
2013:02:24,04:21:26.408,51.338308,51.338732
2013:02:24,04:21:26.508,50.954264,50.954264
2013:02:24,04:21:26.609,53.916411,53.925696
2013:02:24,04:21:26.708,56.246766,56.281617
2013:02:24,04:21:26.808,52.450281,52.472724
2013:02:24,04:21:26.911,50.873783,50.940468
2013:02:24,04:21:27.009,58.380345,58.392902
2013:02:24,04:21:27.108,61.056532,61.207017
2013:02:24,04:21:27.214,55.581157,55.660843
2013:02:24,04:21:27.308,57.747719,57.806584
2013:02:24,04:21:27.408,54.522372,54.522372
2013:02:24,04:21:27.512,56.334203,56.371099
2013:02:24,04:21:27.608,50.545430,50.545430
2013:02:24,04:21:27.708,52.905593,52.905593
2013:02:24,04:21:27.808,55.897504,55.897504
2013:02:24,04:21:27.909,52.436395,52.462886
2013:02:24,04:21:28.008,78.754058,81.408496
2013:02:24,04:21:28.108,67.990016,67.990016
2013:02:24,04:21:28.213,56.501513,57.438200
2013:02:24,04:21:28.308,50.408361,50.450252
2013:02:24,04:21:28.408,51.932870,51.939323
2013:02:24,04:21:28.509,52.733011,52.741856
2013:02:24,04:21:28.609,59.042051,59.186080
2013:02:24,04:21:28.708,57.924475,59.302404
2013:02:24,04:21:28.810,72.005197,72.272561
2013:02:24,04:21:28.908,54.315401,54.315401
2013:02:24,04:21:29.008,68.191464,68.191464
2013:02:24,04:21:29.108,68.879528,69.165264
2013:02:24,04:21:29.211,69.085892,69.085892
2013:02:24,04:21:29.308,64.834665,64.838406
2013:02:24,04:21:29.408,70.474832,72.570257
2013:02:24,04:21:29.512,61.886384,61.890790
2013:02:24,04:21:29.607,55.094350,55.101218
2013:02:24,04:21:29.708,55.223935,55.317959
2013:02:24,04:21:29.812,58.184087,58.196124
2013:02:24,04:21:29.908,59.382192,59.382192
2013:02:24,04:21:30.008,64.678801,64.678801
2013:02:24,04:21:30.110,62.788576,62.788576
2013:02:24,04:21:30.209,63.672291,64.750623
2013:02:24,04:21:30.309,65.082170,65.082170
2013:02:24,04:21:30.408,69.247122,69.860560
2013:02:24,04:21:30.510,65.424574,65.503006
2013:02:24,04:21:30.608,63.812574,63.812574
2013:02:24,04:21:30.708,51.142347,51.142347
2013:02:24,04:21:30.812,53.143357,53.143357
2013:02:24,04:21:30.908,51.720475,51.720475
2013:02:24,04:21:31.008,61.421027,61.780953
2013:02:24,04:21:31.113,56.121833,56.121833
2013:02:24,04:21:31.208,66.896368,66.896368
2013:02:24,04:21:31.308,61.881525,62.037667
2013:02:24,04:21:31.408,62.974529,63.017331
2013:02:24,04:21:31.509,60.823243,62.791905
2013:02:24,04:21:31.608,63.692037,63.855360
2013:02:24,04:21:31.708,57.104181,57.104181
2013:02:24,04:21:31.808,51.595722,51.595722
2013:02:24,04:21:31.908,55.477601,55.477601
2013:02:24,04:21:32.008,54.255608,54.255608
2013:02:24,04:21:32.112,58.385499,58.436676
2013:02:24,04:21:32.209,57.980980,58.582157
2013:02:24,04:21:32.308,56.158913,56.222882
2013:02:24,04:21:32.413,65.025015,65.025015
2013:02:24,04:21:32.508,72.306309,72.306309
2013:02:24,04:21:32.608,72.862138,73.068866
2013:02:24,04:21:32.708,64.703894,64.703894
2013:02:24,04:21:32.808,62.543151,64.005727
2013:02:24,04:21:32.909,63.446644,63.779494
2013:02:24,04:21:33.008,62.759897,62.947457
2013:02:24,04:21:33.112,63.990331,64.536400
2013:02:24,04:21:33.209,65.010934,65.723201
2013:02:24,04:21:33.308,71.070908,71.306198
2013:02:24,04:21:33.413,64.528968,64.528968
2013:02:24,04:21:33.510,70.716235,73.083990
2013:02:24,04:21:33.610,66.253609,66.300727
2013:02:24,04:21:33.713,67.602194,67.984517
2013:02:24,04:21:33.809,61.750368,61.750368
